"iso_code","iso_code_2","continent","region","income_level","country","location","date","epi_cases_total","epi_cases_total_100k","epi_cases_last_7_days","epi_cases_last_7_days_100k","epi_cases_last_24_hours","epi_deaths_total","epi_deaths_total_100k","epi_deaths_last_7_days","epi_deaths_last_7_days_100k","epi_deaths_last_24_hours","owd_total_cases","owd_new_cases","owd_new_cases_smoothed","owd_total_deaths","owd_new_deaths","owd_new_deaths_smoothed","owd_total_cases_per_million","owd_new_cases_per_million","owd_new_cases_smoothed_per_million","owd_total_deaths_per_million","owd_new_deaths_per_million","owd_new_deaths_smoothed_per_million","owd_reproduction_rate","owd_icu_patients","owd_icu_patients_per_million","owd_hosp_patients","owd_hosp_patients_per_million","owd_weekly_icu_admissions","owd_weekly_icu_admissions_per_million","owd_weekly_hosp_admissions","owd_weekly_hosp_admissions_per_million","owd_new_tests","owd_total_tests","owd_total_tests_per_thousand","owd_new_tests_per_thousand","owd_new_tests_smoothed","owd_new_tests_smoothed_per_thousand","owd_positive_rate","owd_tests_per_case","owd_tests_units","owd_total_vaccinations","owd_people_vaccinated","owd_people_fully_vaccinated","owd_total_boosters","owd_new_vaccinations","owd_new_vaccinations_smoothed","owd_total_vaccinations_per_hundred","owd_people_vaccinated_per_hundred","owd_people_fully_vaccinated_per_hundred","owd_total_boosters_per_hundred","owd_new_vaccinations_smoothed_per_million","owd_stringency_index","owd_population","owd_population_density","owd_median_age","owd_aged_65_older","owd_aged_70_older","owd_gdp_per_capita","owd_extreme_poverty","owd_cardiovasc_death_rate","owd_diabetes_prevalence","owd_female_smokers","owd_male_smokers","owd_handwashing_facilities","owd_hospital_beds_per_thousand","owd_life_expectancy","owd_human_development_index","owd_excess_mortality_cumulative_absolute","owd_excess_mortality_cumulative","owd_excess_mortality","owd_excess_mortality_cumulative_per_million","imf_covidsurge","imf_procurement","imf_totalsupplies","imf_fullyvacc","imf_delivery_max","imf_delivery_avg","imf_target_delivery","imf_diagnostics","imf_genomic","imf_delta","imf_vaccdelivery_gap","imf_diagnostics_gap","imf_genomic_gap","imf_expectedcoverage","imf_procurement_bilateral","imf_procurement_donation","imf_procurement_covax","imf_procurement_other","imf_expectedcoverage_gap","imf_expectedcoverage_gap_doses","imf_vacc_atleastone","imf_total_admin","imf_ratio_admin","imf_target_delivery_70","imf_procurement_gap_70","imf_procurement_gap_doses_70","imf_amc92","imf_archetype","imf_fullyvacc_population","imf_total_delivery","imf_total_administered","ivb_total_vaccination","ivb_persons_vaccinated_1plus_dose","ivb_total_vaccinations_per100","ivb_persons_vaccinated_1plus_dose_per100","ivb_persons_fully_vaccinated","ivb_persons_fully_vaccinated_per100","ivb_vaccines_used","ivb_first_vaccine_date","ivb_number_vaccines_types_used"
"LUX","LU","Europe","EURO","HIC","Luxembourg","Luxembourg",11/4/2021 0:00:00,82623.00,13196.28,1122.00,179.20,433.00,849.00,135.60,6.00,0.95,1.00,82623.00,433.00,160.28,849.00,1.00,0.85,130153.08,682.09,252.49,1337.40,1.57,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634814.00,231.44,39.70,14.31,9.84,94277.96,0.20,128.27,4.42,20.90,26.00,,4.51,82.25,0.91,,,,,0.56,319.00,82.97,62.93,1.13,0.37,,3.46,19.00,100.00,,,,124.00,0.00,0.00,0.00,319.00,,,69.44,66.30,79.91,0.02,0.00,0.00,0.00,"0 - High Income *",0.39,1.05,0.84,795451.00,422994.00,127.00,67.55,372457.00,65.73,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/30/2020 0:00:00,4.00
"LVA","LV","Europe","EURO","HIC","Latvia","Latvia",11/4/2021 0:00:00,226860.00,11891.96,15158.00,794.58,2347.00,3401.00,178.28,231.00,12.10,47.00,226860.00,2347.00,2165.42,3401.00,44.00,32.57,121514.74,1257.14,1159.88,1821.70,23.56,17.44,,,,,,,,,,"26136","4986999","2671.224","13.999","22309","11.95","0.097","10.3","tests performed",1993755.00,1187365.00,1042146.00,,9979.00,10037.00,106.79,63.60,55.82,,5376.00,,1866934.00,31.21,43.90,19.75,14.13,25063.84,0.70,350.06,4.91,25.60,51.00,,5.57,75.29,0.86,,,,,3.29,319.00,73.40,55.81,0.91,0.56,,12.63,2.47,0.00,,,2.52,120.00,0.00,0.00,0.00,319.00,,,63.59,53.40,72.75,0.09,0.00,0.00,0.00,"0 - High Income *",1.04,2.74,1.99,1883156.00,1117856.00,98.70,58.59,765300.00,51.35,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/30/2020 0:00:00,4.00
"MAC","MO","Asia",,"HIC","China, Macao SAR","Macao",11/4/2021 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821561.00,464836.00,361897.00,,,3139.00,124.78,70.60,54.97,,4768.00,,658391.00,20546.76,39.20,9.79,4.99,104861.85,,,,,,,,84.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAR","MA","Africa","EMRO","LMC","Morocco","Morocco",11/4/2021 0:00:00,946766.00,2565.02,1262.00,3.41,0.00,14689.00,39.79,35.00,0.09,0.00,946957.00,191.00,207.57,14698.00,9.00,6.28,25357.14,5.11,5.55,393.57,0.24,0.16,,,,,,,,,,"12595","9201794","246.401","0.337","12917","0.346","0.016","62.2","people tested",,,,,,,,,,,,,37344787.00,80.08,29.60,6.76,4.20,7485.01,1.00,419.14,7.14,0.80,47.10,,1.10,76.68,0.68,,,,,0.03,121.00,62.50,59.29,1.62,0.49,,0.34,0.05,100.00,,0.66,4.94,80.00,91.00,0.00,30.00,0.00,,,64.95,62.50,100.00,0.07,0.00,0.00,1.00,"3 - Leverage",22.14,46.68,46.68,47867990.00,24259320.00,129.68,65.72,22144227.00,59.99,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",1/28/2021 0:00:00,5.00
"MCO","MC","Europe","EURO","HIC","Monaco","Monaco",11/4/2021 0:00:00,3428.00,8735.09,21.00,53.51,4.00,36.00,91.73,0.00,0.00,0.00,3424.00,0.00,2.42,36.00,0.00,0.00,86639.67,0.00,61.45,910.93,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39520.00,19347.50,,,,,,,5.46,,,,13.80,86.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49980.00,26672.00,127.40,67.96,23308.00,59.39,"Pfizer BioNTech - Comirnaty",6/30/2021 0:00:00,1.00
"MDA","MD","Europe","EURO","UMC","Republic of Moldova","Moldova",11/4/2021 0:00:00,343261.00,8509.27,8974.00,222.46,1586.00,7958.00,197.27,293.00,7.26,46.00,343261.00,1586.00,1282.00,7958.00,46.00,41.85,85302.89,394.13,318.58,1977.62,11.43,10.40,,,,,,,,,,,,,,,,,,,1538866.00,,884663.00,,4310.00,4302.00,38.24,,21.98,,1069.00,,4024025.00,123.65,37.60,10.86,6.95,5189.97,0.20,408.50,5.72,5.90,44.60,86.97,5.80,71.90,0.75,,,,,1.05,54.00,20.96,21.97,0.86,0.15,0.63,2.60,0.01,0.00,0.49,,4.98,30.00,14.00,9.00,30.00,2.00,40.00,3.20,21.97,19.12,91.18,0.40,15.66,1.30,1.00,"2 - Connect",0.88,1.68,1.53,1521157.00,912568.00,37.70,22.62,608589.00,21.65,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",3/3/2021 0:00:00,6.00
"MDG","MG","Africa","AFRO","LIC","Madagascar","Madagascar",11/4/2021 0:00:00,43632.00,157.56,6.00,0.02,0.00,964.00,3.48,1.00,4.0e-03,0.00,43632.00,0.00,0.85,964.00,0.00,0.14,1534.86,0.00,0.03,33.91,0.00,5.0e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.00,43.95,19.60,2.92,1.68,1416.44,77.60,405.99,3.94,,,50.54,0.20,67.04,0.52,,,,,0.00,30.00,3.33,0.64,0.05,0.05,1.38,0.02,1.64,,1.34,0.98,3.34,20.00,0.00,0.00,30.00,0.00,50.00,28.39,1.34,1.00,29.94,0.57,40.00,22.70,1.00,"3 - Leverage",0.18,1.89,0.56,547311.00,399026.00,1.97,1.44,346823.00,1.25,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",5/10/2021 0:00:00,3.00
"MDV","MV","Asia","SEARO","UMC","Maldives","Maldives",11/4/2021 0:00:00,88386.00,16351.30,801.00,148.18,0.00,244.00,45.14,1.00,0.18,0.00,88386.00,109.00,128.42,244.00,1.00,0.14,162587.83,200.50,236.24,448.84,1.84,0.26,,,,,,,,,,"3518","1648442","3032.342","6.471","3212","5.909","0.04","25","samples tested",,,,,,,,,,,,,543620.00,1454.43,30.60,4.12,2.87,15183.61,,164.90,9.19,2.10,55.00,95.80,,78.92,0.74,,,,,0.75,131.00,76.06,65.98,2.10,0.09,,7.43,0.52,100.00,,,4.46,76.00,64.00,37.00,30.00,0.00,,,72.61,69.30,91.09,9.99999977648258e-03,0.00,0.00,1.00,"2 - Connect",0.35,0.82,0.75,752815.00,394633.00,139.27,73.00,358182.00,66.26,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2/1/2021 0:00:00,8.00
"MEX","MX","North America","AMRO","UMC","Mexico","Mexico",11/4/2021 0:00:00,3814453.00,2958.48,20670.00,16.03,2660.00,288887.00,224.06,1613.00,1.25,154.00,3814453.00,2660.00,2309.57,288887.00,154.00,179.42,29282.88,20.42,17.73,2217.73,1.18,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130262220.00,66.44,29.30,6.85,4.32,17336.46,2.50,152.78,13.06,6.90,21.40,87.84,1.38,75.05,0.77,,,,,0.23,98.00,53.41,46.61,2.45,1.22,,0.13,0.89,100.00,,0.87,4.09,69.00,92.00,4.00,3.00,0.00,1.00,2.59,57.29,48.56,90.90,0.15,0.00,0.00,0.00,"4 - Strengthen",60.71,139.17,126.51,118849796.00,71366205.00,92.18,55.35,64402115.00,49.95,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",12/24/2020 0:00:00,7.00
"MHL","MH","Oceania","WPRO","UMC","Marshall Islands","Marshall Islands",11/4/2021 0:00:00,4.00,6.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,,,0.00,67.09,0.00,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.00,295.15,,,,3819.20,,557.79,30.53,,,82.50,2.70,73.70,0.70,,,,,,35.00,,,,,,,0.00,,,,5.00,0.00,5.00,0.00,30.00,0.00,70.00,0.10,,,,,35.32,0.00,1.00,"1 - Test",,,,42288.00,24092.00,71.44,40.70,20283.00,34.26,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/29/2020 0:00:00,3.00
"MKD","MK","Europe","EURO","UMC","North Macedonia","North Macedonia",11/4/2021 0:00:00,204416.00,9811.74,3124.00,149.94,550.00,7194.00,345.30,86.00,4.12,12.00,204416.00,550.00,446.28,7194.00,16.00,13.71,98151.35,264.08,214.28,3454.23,7.68,6.58,,,,,,,,,,,,,,,,,,,1624729.00,846247.00,778482.00,38719.00,3869.00,3395.00,78.01,40.63,37.38,1.86,1630.00,,2082661.00,82.60,39.10,13.26,8.16,13111.21,5.00,322.68,10.08,,,,4.28,75.80,0.77,,,,,0.49,95.00,42.56,37.38,1.25,0.18,0.03,1.88,0.34,0.00,,,4.65,59.00,44.00,4.00,13.00,34.00,11.00,0.50,40.63,39.01,91.66,0.25,0.00,0.00,0.00,"4 - Strengthen",0.77,1.77,1.62,1600688.00,811745.00,76.80,39.09,788943.00,37.99,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2/17/2021 0:00:00,6.00
"MLI","ML","Africa","AFRO","LIC","Mali","Mali",11/4/2021 0:00:00,16234.00,80.16,286.00,1.41,38.00,570.00,2.81,8.00,0.04,1.00,16233.00,38.00,40.85,570.00,1.00,1.14,778.34,1.82,1.95,27.33,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.00,15.19,16.40,2.51,1.48,2014.30,,268.02,2.42,1.60,23.00,52.23,0.10,59.31,0.43,,,,,0.49,30.00,3.50,1.29,0.05,9.99999977648258e-03,1.37,0.05,0.43,0.00,1.37,0.94,4.55,20.00,0.00,0.00,30.00,0.00,50.00,20.89,1.55,1.43,40.86,0.57,40.00,16.70,1.00,"3 - Leverage",0.27,1.45,0.59,444188.00,322020.00,2.19,1.59,267723.00,1.32,"SII - Covishield",3/31/2021 0:00:00,1.00
"MLT","MT","Europe","EURO","HIC","Malta","Malta",11/4/2021 0:00:00,37775.00,7341.16,163.00,31.67,37.00,462.00,89.78,2.00,0.38,0.00,37773.00,37.00,23.28,462.00,0.00,0.28,73407.77,71.90,45.25,897.84,0.00,0.55,,,,,,,,,,"1958","1349895","2623.376","3.805","1765","3.43","0.013","75.8","tests performed",,,,,,,,,,,,,514564.00,1454.03,42.40,19.42,11.32,36513.32,0.20,168.71,8.83,20.90,30.20,,4.48,82.53,0.89,,,,,0.27,319.00,94.38,83.36,1.47,0.31,,6.50,0.79,0.00,,,4.21,121.00,0.00,0.00,0.00,319.00,,,83.80,85.93,91.04,,0.00,0.00,0.00,"0 - High Income *",0.42,0.97,0.88,808079.00,422123.00,157.00,82.03,385956.00,81.04,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,4.00
"MMR","MM","Asia","SEARO","LMC","Myanmar","Myanmar",11/4/2021 0:00:00,503981.00,926.26,5376.00,9.88,0.00,18766.00,34.49,122.00,0.22,0.00,503981.00,1002.00,897.28,18766.00,22.00,20.57,9195.72,18.28,16.37,342.40,0.40,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54806014.00,81.72,29.10,5.73,3.12,5591.59,6.40,202.10,4.61,6.30,35.20,79.28,0.90,67.13,0.58,,,,,0.68,67.00,18.14,12.86,0.67,0.50,0.76,0.37,0.01,0.00,0.25,0.62,4.98,23.00,29.00,7.00,30.00,0.00,47.00,51.50,24.17,18.15,100.00,0.43,3.33,3.60,1.00,"3 - Leverage",7.05,19.89,19.89,20299011.00,13244996.00,37.30,24.34,7054015.00,12.96,"Beijing CNBG - BBIBP-CorV,SII - Covishield",1/27/2021 0:00:00,2.00
"MNE","ME","Europe","EURO","UMC","Montenegro","Montenegro",11/4/2021 0:00:00,146640.00,23348.01,3850.00,612.99,712.00,2119.00,337.38,37.00,5.89,6.00,146663.00,727.00,550.85,2125.00,6.00,5.42,233520.84,1157.54,877.09,3383.48,9.55,8.64,,,,,,,,,,,,,,,,,,,504639.00,259161.00,245478.00,,1848.00,949.00,80.35,41.26,39.09,,1511.00,,628051.00,46.28,39.10,14.76,9.39,16409.28,1.00,387.30,10.08,44.00,47.90,,3.86,76.88,0.82,,,,,1.21,46.00,44.02,39.09,2.67,0.15,,,0.18,0.00,,,4.82,46.00,20.00,18.00,7.00,0.00,24.00,0.30,41.25,40.18,91.26,0.25,24.47,0.30,0.00,"2 - Connect",0.24,0.55,0.50,465047.00,249056.00,74.00,40.04,215991.00,34.73,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2/24/2021 0:00:00,4.00
"MNG","MN","Asia","WPRO","LMC","Mongolia","Mongolia",11/4/2021 0:00:00,351145.00,10711.22,4655.00,141.99,0.00,1704.00,51.97,66.00,2.01,0.00,364051.00,1279.00,1040.85,1777.00,10.00,9.42,109348.20,384.16,312.63,533.74,3.00,2.83,,,,,,,,,,"8014","4270494","1282.707","2.407","7476","2.246","0.139","7.2","samples tested",,,,,,,,,,,,,3329282.00,1.98,28.60,4.03,2.42,11840.84,0.50,460.04,4.82,5.50,46.50,71.18,7.00,69.87,0.73,,,,,51.15,86.00,72.61,64.26,4.44,9.99999977648258e-03,,2.33,9.99999977648258e-03,0.00,,,4.98,73.00,15.00,11.00,30.00,30.00,,,67.75,66.01,90.91,0.02,0.00,0.00,1.00,"2 - Connect",2.13,4.83,4.39,4805372.00,2255321.00,146.58,68.79,2139447.00,65.26,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2/23/2021 0:00:00,6.00
"MOZ","MZ","Africa","AFRO","LIC","Mozambique","Mozambique",11/4/2021 0:00:00,151339.00,484.20,79.00,0.25,14.00,1932.00,6.18,3.00,0.01,0.00,151339.00,14.00,11.28,1932.00,0.00,0.42,4705.36,0.43,0.35,60.06,0.00,0.01,,,,,,,,,,,,,,,,,,,6585750.00,4159380.00,2426370.00,,,257780.00,20.48,12.93,7.54,,8015.00,,32163045.00,37.72,17.70,3.15,1.87,1136.10,62.90,329.94,3.30,5.10,29.10,12.22,0.70,60.85,0.45,,,,,0.07,89.00,10.76,7.53,0.80,0.72,1.05,0.04,0.51,0.00,0.34,0.95,4.48,23.00,17.00,1.00,30.00,41.00,47.00,30.20,12.93,10.24,95.16,0.50,0.00,0.00,1.00,"2 - Connect",2.42,6.92,6.58,5871057.00,3667470.00,18.78,11.73,2203587.00,7.05,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",3/8/2021 0:00:00,3.00
"MRT","MR","Africa","AFRO","LMC","Mauritania","Mauritania",11/4/2021 0:00:00,37535.00,807.26,380.00,8.17,46.00,801.00,17.22,7.00,0.15,2.00,37535.00,46.00,54.28,801.00,2.00,1.00,7860.55,9.63,11.36,167.74,0.41,0.20,,,,,,,,,,,,,,,,,,,1625803.00,1002548.00,623255.00,,,13254.00,34.05,21.00,13.05,,2776.00,,4775110.00,4.28,20.30,3.13,1.79,3597.63,6.00,232.34,2.42,,,15.95,,64.92,0.54,,,,,0.23,41.00,22.77,13.05,1.37,0.37,0.81,0.32,0.00,,0.43,0.68,5.00,30.00,0.00,4.00,30.00,7.00,40.00,3.79,21.00,17.02,74.75,0.44,29.09,2.80,1.00,"2 - Connect",0.62,2.17,1.62,1556245.00,938294.00,33.47,20.18,617951.00,13.29,"Beijing CNBG - BBIBP-CorV,SII - Covishield",3/26/2021 0:00:00,2.00
"MUS","MU","Africa","AFRO","UMC","Mauritius","Mauritius",11/4/2021 0:00:00,18314.00,1440.04,616.00,48.43,0.00,199.00,15.64,33.00,2.59,0.00,18314.00,109.00,104.00,199.00,3.00,5.00,14381.65,85.59,81.66,156.27,2.35,3.92,,,,,,,,,,,,,,,,,,,1760061.00,905034.00,855027.00,,,1438.00,138.21,71.07,67.14,,1129.00,,1273428.00,622.96,37.40,10.94,5.88,20292.74,0.50,224.64,22.02,3.20,40.70,,3.40,74.99,0.80,,,,,10.89,244.00,96.65,67.13,1.62,0.18,,0.00,1.58,0.00,,1.00,3.42,110.00,137.00,8.00,10.00,89.00,,,71.06,69.11,71.51,9.99999977648258e-03,0.00,0.00,0.00,"0 - High Income *",0.85,2.46,1.76,1776981.00,905034.00,139.72,71.16,855748.00,67.28,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",1/26/2021 0:00:00,3.00
"MWI","MW","Africa","AFRO","LIC","Malawi","Malawi",11/4/2021 0:00:00,61803.00,323.06,21.00,0.11,0.00,2302.00,12.03,4.00,0.02,0.00,61803.00,0.00,3.00,2302.00,0.00,0.57,3145.56,0.00,0.15,117.16,0.00,0.02,,,,,,,,,,,,,,,,,,,1255245.00,992325.00,560444.00,,4380.00,5345.00,6.39,5.05,2.85,,272.00,,19647681.00,197.51,18.10,2.97,1.78,1095.04,71.40,227.34,3.94,4.40,24.70,8.70,1.30,64.26,0.48,,,,,0.00,30.00,6.17,2.84,0.10,0.02,1.28,0.03,0.94,0.00,1.25,0.97,4.05,20.00,0.00,0.00,30.00,0.00,50.00,19.60,5.05,3.19,51.70,0.56,39.61,15.60,1.00,"2 - Connect",0.55,2.42,1.25,1285264.00,950239.00,6.71,4.96,558239.00,2.91,"Janssen - Ad26.COV 2-S,SII - Covishield",3/11/2021 0:00:00,2.00
"MYS","MY","Asia","WPRO","UMC","Malaysia","Malaysia",11/4/2021 0:00:00,2492343.00,7700.49,37594.00,116.15,5713.00,29155.00,90.07,386.00,1.19,64.00,2492343.00,5713.00,5370.57,29155.00,64.00,55.14,76041.25,174.30,163.85,889.51,1.95,1.68,,555.00,16.93,"4580","139.736",,,,,,,,,,,,,,50462307.00,25516702.00,24625458.00,492054.00,41391.00,95144.00,153.96,77.85,75.13,1.50,2903.00,,32776195.00,96.25,29.90,6.29,3.40,26808.16,0.10,260.94,16.74,1.00,42.40,,1.90,76.16,0.81,,,,,3.88,137.00,84.61,75.12,1.66,0.40,,3.75,0.18,100.00,,,4.80,124.00,129.00,6.00,2.00,0.00,,,77.84,76.98,90.98,,0.00,0.00,0.00,"4 - Strengthen",24.62,55.46,50.46,46825766.00,25317072.00,144.67,78.22,23451810.00,72.45,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2/24/2021 0:00:00,5.00
"NAM","NA","Africa","AFRO","UMC","Namibia","Namibia",11/4/2021 0:00:00,128967.00,5075.63,99.00,3.89,4.00,3558.00,140.02,8.00,0.31,1.00,128967.00,4.00,12.42,3558.00,1.00,1.14,49845.32,1.54,4.80,1375.15,0.38,0.44,,,,,,,,,,,,,,,,,,,600216.00,333506.00,266710.00,,,3714.00,23.20,12.89,10.31,,1435.00,,2587344.00,3.07,22.00,3.55,2.08,9541.80,13.40,243.81,3.94,9.70,34.20,44.60,,63.71,0.64,,,,,9.99999977648258e-03,35.00,16.86,10.31,0.23,0.17,1.00,0.52,0.27,0.00,0.83,0.47,4.73,29.00,5.00,9.00,8.00,13.00,41.00,2.09,12.89,11.60,68.80,0.49,35.41,1.80,0.00,"2 - Connect",0.26,0.87,0.60,708735.00,327097.00,27.89,12.87,259493.00,10.21,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",3/19/2021 0:00:00,4.00
"NER","NE","Africa","AFRO","LIC","Niger","Niger",11/4/2021 0:00:00,6434.00,26.57,123.00,0.50,13.00,220.00,0.90,8.00,0.03,0.00,6434.00,35.00,19.14,220.00,4.00,1.28,256.02,1.39,0.76,8.75,0.15,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25130810.00,16.95,15.10,2.55,1.37,926.00,44.50,238.33,2.42,0.10,15.40,8.97,0.30,62.42,0.39,,,,,0.56,40.00,4.00,1.58,0.10,0.02,1.36,0.02,0.67,,1.33,0.98,4.32,21.00,0.00,1.00,30.00,9.00,49.00,24.60,1.99,1.78,44.50,0.57,29.94,15.00,1.00,"2 - Connect",0.39,2.01,0.89,896106.00,498894.00,3.70,2.06,397212.00,1.64,"Beijing CNBG - BBIBP-CorV,SII - Covishield",3/29/2021 0:00:00,2.00
"NGA","NG","Africa","AFRO","LMC","Nigeria","Nigeria",11/4/2021 0:00:00,212446.00,103.05,768.00,0.37,87.00,2902.00,1.40,10.00,5.0e-03,2.00,212446.00,87.00,109.71,2902.00,2.00,1.42,1004.94,0.41,0.51,13.72,9.0e-03,7.0e-03,,,,,,,,,,,,,,,,,,,8794180.00,5701796.00,3092384.00,,,30415.00,4.16,2.70,1.46,,144.00,,211400704.00,209.58,18.10,2.75,1.44,5338.45,,181.01,2.42,0.60,10.80,41.94,,54.69,0.53,,,,,0.10,49.00,4.32,1.46,0.15,0.05,1.35,1.60,1.36,0.00,1.28,,3.64,22.00,0.00,0.00,30.00,19.00,48.00,202.89,2.70,2.08,48.15,0.56,20.82,88.00,1.00,"4 - Strengthen",3.08,18.26,8.79,8822719.00,5717669.00,4.28,2.77,3105050.00,1.50,"SII - Covishield",3/5/2021 0:00:00,1.00
"NIC","NI","North America","AMRO","LMC","Nicaragua","Nicaragua",11/4/2021 0:00:00,13047.00,196.94,181.00,2.73,0.00,209.00,3.15,1.00,0.01,0.00,16699.00,0.00,39.57,209.00,0.00,0.14,2491.50,0.00,5.90,31.18,0.00,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702379.00,51.66,27.30,5.44,3.51,5321.44,3.20,137.01,11.47,,,,0.90,74.48,0.66,,,,,0.00,31.00,22.55,5.40,2.72,2.72,1.08,,0.00,,,,5.00,20.00,0.00,1.00,30.00,0.00,50.00,6.69,14.09,19.26,85.37,0.50,38.51,5.20,1.00,"1 - Test",0.36,3.02,2.58,1540217.00,1147782.00,23.25,17.32,436905.00,6.59,"AstraZeneca - Vaxzevria,CIGB - CIGB-66,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",3/2/2021 0:00:00,8.00
"NLD","NL","Europe","EURO","HIC","Netherlands","Netherlands",11/4/2021 0:00:00,2166796.00,12447.42,58375.00,335.34,10272.00,18497.00,106.25,126.00,0.72,24.00,2206853.00,10255.00,8352.85,18937.00,23.00,18.14,128506.43,597.15,486.39,1102.71,1.33,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.41",17173094.00,508.54,43.20,18.77,11.88,48472.54,,109.36,5.29,24.40,27.30,,3.32,82.28,0.94,,,,,1.02,319.00,96.37,68.94,1.45,0.11,,1.68,3.18,99.69,,,1.82,123.00,0.00,0.00,0.00,319.00,,,75.88,70.27,72.91,,0.00,0.00,0.00,"0 - High Income *",11.83,33.09,24.13,22691720.00,12310354.00,130.40,70.71,10381366.00,64.49,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",1/6/2021 0:00:00,4.00
"NOR","NO","Europe","EURO","HIC","Norway","Norway",11/4/2021 0:00:00,211752.00,3945.01,7334.00,136.63,1513.00,920.00,17.14,19.00,0.35,1.00,213289.00,1534.00,1222.71,920.00,1.00,2.85,39023.68,280.66,223.71,168.32,0.18,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.37",5465629.00,14.46,39.70,16.82,10.81,64800.05,0.20,114.31,5.31,19.60,20.70,,3.60,82.40,0.95,,,,,2.68,77.00,95.13,68.58,1.92,0.05,,1.81,14.50,99.90,,,,100.00,77.00,0.00,0.00,0.00,,,76.98,72.79,76.51,,0.00,0.00,0.00,"0 - High Income *",3.74,10.39,7.95,7946430.00,4204983.00,148.00,78.34,3741447.00,69.80,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",12/23/2020 0:00:00,4.00
